Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2/8/2023,United States,2021,5,2/6/2021,76514.00,70618.00,833.00,11607.00,2106.00,2598.00,843.00,2861.00,926.00,1133.00,672.00,14426.00,3325.00,17067.00,15268.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,6,2/13/2021,71527.00,65885.00,833.00,11489.00,2092.00,2397.00,856.00,2656.00,895.00,1113.00,606.00,13972.00,3402.00,13550.00,12036.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,7,2/20/2021,69515.00,63964.00,821.00,11416.00,2304.00,2495.00,880.00,2702.00,863.00,1070.00,625.00,14269.00,3194.00,10834.00,9511.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,8,2/27/2021,66740.00,60968.00,868.00,11615.00,2003.00,2484.00,794.00,2622.00,891.00,1084.00,584.00,13614.00,3220.00,8674.00,7526.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,9,3/6/2021,63703.00,57930.00,791.00,11438.00,1982.00,2306.00,842.00,2580.00,815.00,1068.00,574.00,13317.00,3183.00,6742.00,5792.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,10,3/13/2021,61867.00,56205.00,839.00,11417.00,1915.00,2300.00,782.00,2638.00,857.00,1021.00,581.00,13214.00,3097.00,5733.00,4794.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,11,3/20/2021,60374.00,54422.00,767.00,11297.00,1986.00,2184.00,751.00,2555.00,850.00,991.00,613.00,12787.00,3090.00,4911.00,4097.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,12,3/27/2021,60817.00,54983.00,741.00,11425.00,1922.00,2252.00,695.00,2678.00,842.00,1034.00,608.00,13113.00,3127.00,4464.00,3780.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,13,4/3/2021,58723.00,52902.00,702.00,11100.00,1945.00,2049.00,704.00,2516.00,847.00,1013.00,599.00,12578.00,2954.00,4213.00,3539.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,14,4/10/2021,61023.00,54690.00,713.00,11571.00,1905.00,2186.00,752.00,2617.00,782.00,1040.00,624.00,12984.00,3063.00,4326.00,3658.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,15,4/17/2021,59149.00,53220.00,685.00,11388.00,1809.00,1966.00,684.00,2473.00,773.00,980.00,594.00,12801.00,3114.00,4460.00,3775.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,16,4/24/2021,60260.00,54276.00,729.00,11580.00,1907.00,2039.00,703.00,2566.00,864.00,981.00,573.00,12999.00,3102.00,4614.00,3945.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,17,5/1/2021,59833.00,54013.00,707.00,11621.00,1911.00,2125.00,692.00,2618.00,839.00,997.00,560.00,12832.00,2945.00,4180.00,3607.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,18,5/8/2021,59014.00,52987.00,700.00,11362.00,1895.00,2098.00,699.00,2585.00,843.00,917.00,585.00,12690.00,2982.00,4015.00,3445.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,19,5/15/2021,58469.00,52587.00,690.00,11542.00,1871.00,2015.00,670.00,2523.00,836.00,967.00,582.00,12431.00,2978.00,3694.00,3170.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,20,5/22/2021,58760.00,52630.00,711.00,11601.00,1717.00,2165.00,641.00,2622.00,865.00,971.00,603.00,12408.00,3012.00,3245.00,2755.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,21,5/29/2021,57343.00,51383.00,726.00,11276.00,1784.00,2009.00,659.00,2571.00,835.00,1023.00,586.00,12486.00,2926.00,2783.00,2314.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,22,6/5/2021,57493.00,51186.00,701.00,11498.00,1740.00,2040.00,634.00,2582.00,799.00,957.00,589.00,12472.00,2869.00,2353.00,2002.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,23,6/12/2021,57160.00,50783.00,738.00,11356.00,1815.00,2092.00,672.00,2617.00,820.00,956.00,591.00,12448.00,2866.00,2048.00,1682.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,24,6/19/2021,57243.00,50975.00,726.00,11531.00,1806.00,2095.00,641.00,2581.00,875.00,995.00,597.00,12606.00,2919.00,1783.00,1434.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,25,6/26/2021,56933.00,50733.00,747.00,11501.00,1856.00,1981.00,692.00,2645.00,898.00,947.00,654.00,12412.00,2961.00,1639.00,1320.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,26,7/3/2021,57530.00,51136.00,752.00,11581.00,1824.00,2053.00,625.00,2642.00,820.00,975.00,665.00,12606.00,3017.00,1548.00,1235.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,27,7/10/2021,57219.00,50732.00,772.00,11511.00,1726.00,1972.00,714.00,2602.00,881.00,998.00,650.00,12504.00,2882.00,1650.00,1352.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,28,7/17/2021,57217.00,51087.00,775.00,11581.00,1777.00,2025.00,719.00,2720.00,840.00,955.00,627.00,12231.00,2963.00,1995.00,1697.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,29,7/24/2021,58475.00,52287.00,780.00,11542.00,1798.00,2038.00,686.00,2681.00,783.00,942.00,694.00,12478.00,2996.00,2770.00,2422.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,30,7/31/2021,60317.00,54154.00,771.00,11652.00,1772.00,2137.00,746.00,2591.00,842.00,982.00,656.00,12786.00,2918.00,4126.00,3730.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,31,8/7/2021,63800.00,57389.00,771.00,11793.00,1914.00,2158.00,736.00,2825.00,822.00,998.00,621.00,12921.00,2989.00,6500.00,5950.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,32,8/14/2021,67050.00,60840.00,803.00,11996.00,2015.00,2156.00,774.00,2711.00,867.00,946.00,761.00,13193.00,2965.00,9424.00,8771.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,33,8/21/2021,69982.00,63780.00,764.00,11882.00,1952.00,2193.00,776.00,2794.00,861.00,1032.00,709.00,13152.00,3068.00,12205.00,11377.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,34,8/28/2021,72188.00,65911.00,743.00,11780.00,2011.00,2274.00,812.00,2732.00,931.00,1039.00,728.00,13421.00,2990.00,14208.00,13303.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,35,9/4/2021,73524.00,67237.00,774.00,11733.00,2009.00,2316.00,751.00,2706.00,841.00,1041.00,753.00,13408.00,3079.00,15536.00,14567.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,36,9/11/2021,73763.00,67320.00,832.00,11534.00,2042.00,2262.00,868.00,2692.00,901.00,1045.00,759.00,13446.00,3129.00,15449.00,14474.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,37,9/18/2021,73317.00,67119.00,827.00,11845.00,2034.00,2379.00,839.00,2805.00,925.00,1059.00,717.00,13157.00,3056.00,15243.00,14193.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,38,9/25/2021,72188.00,66027.00,813.00,11743.00,2017.00,2320.00,818.00,2747.00,868.00,1043.00,707.00,13068.00,3086.00,14375.00,13403.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,39,10/2/2021,71350.00,65107.00,888.00,11901.00,1979.00,2304.00,843.00,2757.00,894.00,1064.00,744.00,13248.00,3065.00,12856.00,11869.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,40,10/9/2021,69136.00,63023.00,843.00,11746.00,1958.00,2272.00,794.00,2765.00,866.00,982.00,696.00,13255.00,3119.00,11196.00,10305.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,41,10/16/2021,67551.00,61594.00,848.00,11699.00,1873.00,2168.00,860.00,2787.00,885.00,1037.00,669.00,13179.00,3104.00,9902.00,9039.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,42,10/23/2021,67064.00,61156.00,877.00,11752.00,1895.00,2296.00,803.00,2736.00,943.00,1018.00,679.00,13212.00,3176.00,8957.00,8101.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,43,10/30/2021,66503.00,60505.00,817.00,11749.00,2023.00,2285.00,843.00,2690.00,873.00,1070.00,702.00,13371.00,3196.00,7974.00,7203.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,44,11/6/2021,66648.00,60308.00,816.00,11710.00,2020.00,2316.00,908.00,2893.00,939.00,1076.00,736.00,13429.00,3242.00,7303.00,6512.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,45,11/13/2021,67467.00,61495.00,832.00,11918.00,2066.00,2483.00,829.00,2791.00,955.00,1069.00,789.00,13788.00,3278.00,7174.00,6472.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,46,11/20/2021,66964.00,61039.00,815.00,11650.00,2008.00,2421.00,913.00,2809.00,933.00,1073.00,720.00,13815.00,3205.00,7325.00,6549.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,47,11/27/2021,67969.00,62180.00,902.00,11717.00,2082.00,2444.00,882.00,2861.00,944.00,1031.00,759.00,14009.00,3314.00,7897.00,7077.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,48,12/4/2021,70182.00,64113.00,891.00,11863.00,2068.00,2401.00,948.00,2904.00,934.00,1171.00,822.00,14275.00,3395.00,8792.00,7993.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,49,12/11/2021,72148.00,66090.00,817.00,12100.00,2120.00,2384.00,1053.00,3091.00,991.00,1102.00,799.00,14656.00,3360.00,9744.00,8864.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,50,12/18/2021,71337.00,65424.00,859.00,11672.00,2132.00,2432.00,998.00,3056.00,988.00,1123.00,776.00,14378.00,3357.00,10267.00,9380.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,51,12/25/2021,72326.00,66513.00,859.00,11853.00,2108.00,2542.00,1080.00,3145.00,970.00,1168.00,864.00,14747.00,3317.00,10474.00,9477.00,,,,,,,,,,,,,,,
2/8/2023,United States,2021,52,1/1/2022,74454.00,68524.00,908.00,11673.00,2297.00,2497.00,1143.00,3180.00,961.00,1246.00,930.00,15019.00,3351.00,11695.00,10502.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,1,1/8/2022,79795.00,73828.00,961.00,11970.00,2418.00,2618.00,1224.00,3399.00,1054.00,1311.00,789.00,16138.00,3485.00,15140.00,13288.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,2,1/15/2022,85063.00,79087.00,946.00,12269.00,2545.00,3006.00,1127.00,3320.00,1068.00,1339.00,758.00,16509.00,3789.00,19112.00,16667.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,3,1/22/2022,85667.00,79784.00,862.00,11961.00,2595.00,2946.00,1092.00,3219.00,995.00,1348.00,787.00,16192.00,3825.00,21372.00,18445.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,4,1/29/2022,85043.00,79217.00,870.00,11914.00,2459.00,2980.00,1034.00,3268.00,1035.00,1285.00,790.00,16039.00,3757.00,20993.00,18051.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,5,2/5/2022,81165.00,75112.00,837.00,11736.00,2419.00,2950.00,965.00,3109.00,967.00,1273.00,701.00,15443.00,3530.00,18762.00,15812.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,6,2/12/2022,77068.00,70901.00,831.00,11821.00,2219.00,2742.00,939.00,3025.00,952.00,1278.00,741.00,14929.00,3617.00,15323.00,12698.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,7,2/19/2022,70845.00,64811.00,840.00,11624.00,2006.00,2498.00,817.00,2875.00,941.00,1189.00,719.00,14323.00,3359.00,11553.00,9329.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,8,2/26/2022,66014.00,60186.00,809.00,11240.00,1928.00,2411.00,856.00,2789.00,896.00,1186.00,700.00,13655.00,3352.00,8285.00,6501.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,9,3/5/2022,64454.00,58388.00,844.00,11545.00,2025.00,2311.00,865.00,2776.00,970.00,1196.00,696.00,13645.00,3300.00,6046.00,4628.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,10,3/12/2022,61822.00,55861.00,799.00,11498.00,1943.00,2176.00,786.00,2763.00,890.00,1199.00,667.00,13469.00,3215.00,4399.00,3221.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,11,3/19/2022,60536.00,54616.00,780.00,11550.00,1959.00,2140.00,784.00,2826.00,948.00,1090.00,708.00,13394.00,3104.00,3120.00,2114.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,12,3/26/2022,58570.00,52991.00,826.00,11402.00,1914.00,2104.00,769.00,2682.00,856.00,1137.00,703.00,12887.00,3047.00,2506.00,1632.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,13,4/2/2022,58019.00,52399.00,766.00,11484.00,1799.00,2053.00,743.00,2715.00,921.00,1115.00,693.00,12811.00,3106.00,1907.00,1149.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,14,4/9/2022,57758.00,52073.00,752.00,11421.00,1862.00,2107.00,776.00,2717.00,872.00,1116.00,649.00,13054.00,3028.00,1556.00,909.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,15,4/16/2022,57812.00,52116.00,784.00,11467.00,1814.00,2135.00,807.00,2687.00,909.00,1032.00,739.00,12981.00,3074.00,1404.00,804.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,16,4/23/2022,56736.00,51150.00,730.00,11309.00,1773.00,2040.00,730.00,2656.00,849.00,1056.00,666.00,12794.00,3135.00,1345.00,790.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,17,4/30/2022,57340.00,51653.00,796.00,11407.00,1803.00,2082.00,777.00,2709.00,872.00,1065.00,729.00,12758.00,3077.00,1424.00,847.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,18,5/7/2022,57537.00,51711.00,714.00,11255.00,1832.00,2150.00,759.00,2839.00,891.00,1047.00,760.00,12847.00,2963.00,1431.00,868.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,19,5/14/2022,57959.00,52116.00,798.00,11600.00,1808.00,2096.00,783.00,2655.00,847.00,1022.00,741.00,12952.00,2967.00,1666.00,1046.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,20,5/21/2022,57750.00,51929.00,802.00,11659.00,1724.00,2060.00,802.00,2802.00,813.00,1081.00,701.00,12627.00,2984.00,1746.00,1093.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,21,5/28/2022,57150.00,51493.00,711.00,11358.00,1764.00,2157.00,740.00,2631.00,856.00,1036.00,736.00,12415.00,2993.00,1939.00,1297.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,22,6/4/2022,57660.00,51652.00,741.00,11337.00,1768.00,2169.00,782.00,2723.00,891.00,1039.00,765.00,12564.00,2979.00,1998.00,1309.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,23,6/11/2022,58097.00,52076.00,766.00,11634.00,1724.00,2167.00,735.00,2628.00,861.00,1041.00,810.00,12718.00,2968.00,2129.00,1404.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,24,6/18/2022,57852.00,51800.00,742.00,11198.00,1839.00,2081.00,768.00,2675.00,868.00,1031.00,745.00,12744.00,2986.00,2191.00,1432.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,25,6/25/2022,58362.00,52267.00,767.00,11560.00,1825.00,2054.00,698.00,2670.00,838.00,1085.00,815.00,12720.00,2978.00,2325.00,1529.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,26,7/2/2022,58166.00,52206.00,787.00,11648.00,1790.00,2115.00,704.00,2561.00,872.00,1020.00,927.00,12647.00,2972.00,2419.00,1597.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,27,7/9/2022,58223.00,52087.00,790.00,11407.00,1773.00,2120.00,709.00,2567.00,866.00,1042.00,888.00,12564.00,3016.00,2582.00,1719.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,28,7/16/2022,58506.00,52508.00,745.00,11463.00,1781.00,2088.00,674.00,2529.00,886.00,1003.00,976.00,12733.00,2943.00,2918.00,1997.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,29,7/23/2022,59854.00,53768.00,787.00,11699.00,1802.00,2192.00,715.00,2563.00,880.00,1021.00,992.00,12821.00,3076.00,3220.00,2146.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,30,7/30/2022,58798.00,53010.00,719.00,11632.00,1820.00,2110.00,665.00,2441.00,908.00,1052.00,1061.00,12729.00,2901.00,3385.00,2276.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,31,8/6/2022,59237.00,53284.00,765.00,11576.00,1720.00,2193.00,682.00,2612.00,824.00,1079.00,1134.00,12738.00,2938.00,3354.00,2268.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,32,8/13/2022,58641.00,52852.00,763.00,11667.00,1736.00,2054.00,661.00,2486.00,837.00,1012.00,1245.00,12434.00,2929.00,3267.00,2209.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,33,8/20/2022,58440.00,53101.00,731.00,11681.00,1781.00,2124.00,640.00,2526.00,875.00,1017.00,1191.00,12466.00,3090.00,3144.00,2129.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,34,8/27/2022,58191.00,52729.00,763.00,11532.00,1693.00,2161.00,652.00,2506.00,880.00,966.00,1265.00,12456.00,2982.00,3010.00,1960.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,35,9/3/2022,58083.00,52479.00,713.00,11858.00,1706.00,2076.00,620.00,2563.00,844.00,1012.00,1440.00,12173.00,2984.00,2902.00,1884.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,36,9/10/2022,58640.00,53002.00,760.00,11539.00,1760.00,2100.00,712.00,2512.00,842.00,1041.00,1547.00,12582.00,2970.00,2787.00,1770.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,37,9/17/2022,58223.00,52986.00,776.00,11807.00,1705.00,2179.00,696.00,2595.00,888.00,1081.00,1439.00,12383.00,2985.00,2483.00,1578.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,38,9/24/2022,58670.00,53369.00,818.00,11813.00,1792.00,2163.00,688.00,2593.00,863.00,1086.00,1500.00,12427.00,3073.00,2526.00,1595.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,39,10/1/2022,58456.00,53363.00,768.00,11684.00,1830.00,2127.00,672.00,2583.00,883.00,1017.00,1630.00,12493.00,3059.00,2361.00,1521.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,40,10/8/2022,59425.00,54170.00,742.00,11872.00,1815.00,2279.00,712.00,2669.00,835.00,1008.00,1800.00,12570.00,3144.00,2171.00,1347.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,41,10/15/2022,59538.00,54482.00,812.00,11784.00,1848.00,2248.00,727.00,2640.00,927.00,1066.00,1813.00,12926.00,3101.00,2117.00,1337.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,42,10/22/2022,59833.00,55041.00,798.00,11680.00,1856.00,2337.00,802.00,2820.00,910.00,1114.00,1942.00,12899.00,3102.00,2165.00,1362.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,43,10/29/2022,59773.00,55269.00,803.00,11662.00,1917.00,2369.00,755.00,2695.00,945.00,1107.00,2153.00,13002.00,3167.00,2209.00,1391.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,44,11/5/2022,60620.00,56023.00,843.00,11879.00,1900.00,2345.00,885.00,2881.00,922.00,1054.00,2364.00,12793.00,3154.00,2203.00,1406.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,45,11/12/2022,60504.00,56257.00,795.00,11801.00,1821.00,2313.00,959.00,2843.00,948.00,1114.00,2656.00,13003.00,3125.00,2154.00,1369.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,46,11/19/2022,61024.00,57060.00,803.00,11926.00,1948.00,2271.00,1059.00,2944.00,933.00,1135.00,2675.00,13300.00,3148.00,2210.00,1432.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,47,11/26/2022,63699.00,59823.00,914.00,11955.00,2005.00,2470.00,1201.00,3094.00,1035.00,1111.00,3042.00,13909.00,3367.00,2428.00,1590.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,48,12/3/2022,64694.00,61048.00,876.00,11790.00,2092.00,2554.00,1589.00,3246.00,1019.00,1103.00,3303.00,14018.00,3265.00,2505.00,1623.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,49,12/10/2022,65484.00,62007.00,884.00,11895.00,1915.00,2572.00,1713.00,3428.00,1080.00,1171.00,3523.00,13968.00,3285.00,2923.00,2019.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,50,12/17/2022,64229.00,61259.00,900.00,11829.00,1999.00,2401.00,1687.00,3252.00,1065.00,1183.00,3686.00,13811.00,3274.00,3041.00,2116.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,51,12/24/2022,64445.00,62037.00,915.00,11681.00,2087.00,2583.00,1611.00,3249.00,1038.00,1184.00,3881.00,14239.00,3201.00,3108.00,2140.00,,,,,,,,,,,,,,,
2/8/2023,United States,2022,52,12/31/2022,64877.00,62818.00,893.00,11466.00,2118.00,2748.00,1782.00,3365.00,1072.00,1154.00,3974.00,14240.00,3432.00,3369.00,2340.00,,,,,,,,,,,,,,,
2/8/2023,United States,2023,1,1/7/2023,63011.00,61013.00,915.00,11332.00,1963.00,2466.00,1633.00,3197.00,1025.00,1187.00,4068.00,13437.00,3289.00,3560.00,2507.00,,,,,,,,,,,,,,,
2/8/2023,United States,2023,2,1/14/2023,55679.00,55211.00,799.00,10465.00,1658.00,2401.00,1257.00,3079.00,934.00,1012.00,3696.00,12232.00,2944.00,3172.00,2215.00,,,,,,,,,,,,,,,
2/8/2023,United States,2023,3,1/21/2023,49069.00,49068.00,678.00,9866.00,1392.00,2169.00,952.00,2554.00,918.00,911.00,3322.00,10859.00,2684.00,2549.00,1682.00,,,,,,,,,,,,,,,
2/8/2023,United States,2023,4,1/28/2023,40010.00,40009.00,567.00,8269.00,1105.00,1776.00,777.00,2078.00,715.00,757.00,2711.00,8766.00,2193.00,1956.00,1312.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,1,1/4/2020,1082.00,1009.00,15.00,196.00,25.00,54.00,28.00,86.00,13.00,25.00,25.00,268.00,81.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,2,1/11/2020,1127.00,1060.00,25.00,197.00,17.00,41.00,27.00,72.00,20.00,23.00,34.00,274.00,68.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,3,1/18/2020,1039.00,976.00,28.00,201.00,24.00,53.00,31.00,73.00,21.00,23.00,24.00,239.00,45.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,4,1/25/2020,1056.00,982.00,16.00,190.00,23.00,54.00,29.00,61.00,11.00,14.00,23.00,284.00,70.00,,0.00,,,,,,,,,,,,,,Suppressed (counts 1-9),
2/8/2023,Alabama,2020,5,2/1/2020,1026.00,949.00,15.00,157.00,16.00,58.00,31.00,76.00,17.00,20.00,23.00,265.00,55.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,6,2/8/2020,1120.00,1028.00,26.00,191.00,24.00,45.00,28.00,70.00,20.00,24.00,27.00,304.00,52.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,7,2/15/2020,1095.00,1020.00,17.00,193.00,24.00,50.00,35.00,74.00,23.00,18.00,25.00,255.00,81.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,8,2/22/2020,1098.00,1018.00,17.00,222.00,29.00,47.00,25.00,65.00,12.00,12.00,15.00,285.00,74.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,9,2/29/2020,1164.00,1093.00,20.00,212.00,28.00,62.00,30.00,88.00,20.00,21.00,25.00,294.00,60.00,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Alabama,2020,10,3/7/2020,1057.00,953.00,18.00,144.00,25.00,65.00,34.00,60.00,24.00,23.00,22.00,265.00,57.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,11,3/14/2020,1091.00,1013.00,16.00,199.00,31.00,65.00,30.00,75.00,28.00,27.00,20.00,265.00,69.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,12,3/21/2020,1059.00,986.00,17.00,227.00,25.00,46.00,26.00,67.00,24.00,22.00,16.00,263.00,72.00,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Alabama,2020,13,3/28/2020,1073.00,989.00,15.00,188.00,23.00,67.00,26.00,75.00,24.00,15.00,21.00,244.00,69.00,23.00,20.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,14,4/4/2020,1156.00,1077.00,27.00,202.00,34.00,74.00,23.00,67.00,24.00,22.00,25.00,257.00,68.00,49.00,45.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,15,4/11/2020,1135.00,1056.00,25.00,166.00,31.00,63.00,18.00,60.00,20.00,17.00,28.00,265.00,64.00,81.00,77.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,16,4/18/2020,1149.00,1053.00,20.00,183.00,35.00,62.00,18.00,67.00,21.00,17.00,19.00,249.00,62.00,89.00,85.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,17,4/25/2020,1139.00,1037.00,20.00,200.00,28.00,55.00,24.00,53.00,12.00,17.00,12.00,265.00,63.00,85.00,78.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,18,5/2/2020,1147.00,1048.00,17.00,197.00,22.00,57.00,26.00,67.00,19.00,24.00,10.00,271.00,62.00,81.00,75.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,19,5/9/2020,1171.00,1084.00,17.00,201.00,28.00,45.00,12.00,58.00,18.00,15.00,22.00,305.00,52.00,116.00,105.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,20,5/16/2020,1148.00,1049.00,19.00,203.00,29.00,47.00,15.00,71.00,17.00,21.00,22.00,259.00,49.00,96.00,89.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,21,5/23/2020,1153.00,1055.00,22.00,192.00,22.00,62.00,18.00,53.00,15.00,21.00,25.00,282.00,55.00,82.00,78.00,,,,,,,,,,,,,,,
2/8/2023,Alabama,2020,22,5/30/2020,1109.00,999.00,23.00,161.00,29.00,53.00,21.00,52.00,14.00,15.00,23.00,241.00,47.00,103.00,99.00,,,,,,,,,,,,,,,
